amount,area_code,area_name
150000,E05000832,Longford
112500,E05000838,Urmston
275000,E05000833,Priory
173000,E05000824,Bucklow-St Martins
160000,E05000835,Sale Moor
300000,E05000819,Altrincham
670000,E05000834,St Mary's
227500,E05000828,Flixton
210000,E05000819,Altrincham
242000,E05000838,Urmston
902000,E05000830,Hale Barns
260000,E05000835,Sale Moor
205000,E05000822,Broadheath
300000,E05000834,St Mary's
160000,E05000823,Brooklands
158000,E05000826,Davyhulme East
182481,E05000828,Flixton
237000,E05000834,St Mary's
155200,E05000835,Sale Moor
174000,E05000820,Ashton upon Mersey
123000,E05000832,Longford
390750,E05000819,Altrincham
118000,E05000824,Bucklow-St Martins
208000,E05000838,Urmston
182500,E05000819,Altrincham
248000,E05000838,Urmston
170000,E05000825,Clifford
390000,E05000834,St Mary's
3160000,E05000821,Bowdon
195000,E05000829,Gorse Hill
280000,E05000839,Village
335000,E05000823,Brooklands
270000,E05000833,Priory
235000,E05000828,Flixton
264500,E05000832,Longford
325000,E05000822,Broadheath
200000,E05000822,Broadheath
280000,E05000837,Timperley
298213,E05000837,Timperley
125000,E05000838,Urmston
240000,E05000839,Village
200000,E05000833,Priory
262500,E05000835,Sale Moor
320000,E05000820,Ashton upon Mersey
100000,E05000824,Bucklow-St Martins
555000,E05000819,Altrincham
235000,E05000828,Flixton
305000,E05000837,Timperley
985000,E05000831,Hale Central
260000,E05000830,Hale Barns
232000,E05000835,Sale Moor
306500,E05000822,Broadheath
210000,E05000833,Priory
1400000,E05000831,Hale Central
190000,E05000820,Ashton upon Mersey
105000,E05000833,Priory
200000,E05000827,Davyhulme West
200000,E05000827,Davyhulme West
177000,E05000826,Davyhulme East
515000,E05000838,Urmston
173000,E05000836,Stretford
345000,E05000838,Urmston
251000,E05000819,Altrincham
150000,E05000820,Ashton upon Mersey
235000,E05000827,Davyhulme West
235000,E05000827,Davyhulme West
415000,E05000839,Village
279950,E05000838,Urmston
199420,E05000839,Village
540000,E05000822,Broadheath
220000,E05000829,Gorse Hill
220000,E05000836,Stretford
210000,E05000829,Gorse Hill
225000,E05000839,Village
381750,E05000827,Davyhulme West
322000,E05000831,Hale Central
229950,E05000839,Village
182000,E05000825,Clifford
225000,E05000825,Clifford
225000,E05000825,Clifford
145000,E05000823,Brooklands
950000,E05000821,Bowdon
217000,E05000828,Flixton
133000,E05000839,Village
104950,E05000825,Clifford
223000,E05000822,Broadheath
392000,E05000834,St Mary's
405000,E05000820,Ashton upon Mersey
272500,E05000831,Hale Central
400000,E05000834,St Mary's
240000,E05000823,Brooklands
246500,E05000837,Timperley
710000,E05000819,Altrincham
699950,E05000821,Bowdon
180000,E05000832,Longford
460000,E05000819,Altrincham
360000,E05000836,Stretford
200000,E05000822,Broadheath
242000,E05000823,Brooklands
240000,E05000835,Sale Moor
207500,E05000839,Village
300000,E05000833,Priory
300000,E05000819,Altrincham
596000,E05000839,Village
325000,E05000830,Hale Barns
188450,E05000829,Gorse Hill
138000,E05000827,Davyhulme West
256500,E05000823,Brooklands
410000,E05000831,Hale Central
332000,E05000819,Altrincham
210000,E05000838,Urmston
155000,E05000834,St Mary's
420000,E05000821,Bowdon
895000,E05000831,Hale Central
920000,E05000830,Hale Barns
148500,E05000824,Bucklow-St Martins
287000,E05000823,Brooklands
575100,E05000831,Hale Central
170000,E05000829,Gorse Hill
230000,E05000819,Altrincham
530000,E05000819,Altrincham
199950,E05000824,Bucklow-St Martins
499000,E05000819,Altrincham
270000,E05000833,Priory
356000,E05000820,Ashton upon Mersey
118000,E05000822,Broadheath
180000,E05000833,Priory
1133500,E05000831,Hale Central
80000,E05000832,Longford
280000,E05000822,Broadheath
1160000,E05000831,Hale Central
347500,E05000837,Timperley
345000,E05000838,Urmston
225000,E05000820,Ashton upon Mersey
1585000,E05000819,Altrincham
635000,E05000828,Flixton
260000,E05000833,Priory
179000,E05000835,Sale Moor
1075000,E05000831,Hale Central
340000,E05000820,Ashton upon Mersey
428300,E05000830,Hale Barns
263000,E05000826,Davyhulme East
355000,E05000823,Brooklands
262000,E05000822,Broadheath
198000,E05000828,Flixton
258000,E05000822,Broadheath
183000,E05000834,St Mary's
310000,E05000828,Flixton
255200,E05000834,St Mary's
190000,E05000826,Davyhulme East
202000,E05000834,St Mary's
240000,E05000828,Flixton
232000,E05000835,Sale Moor
300000,E05000826,Davyhulme East
250000,E05000834,St Mary's
299950,E05000836,Stretford
163000,E05000832,Longford
199950,E05000836,Stretford
250000,E05000827,Davyhulme West
160000,E05000824,Bucklow-St Martins
220000,E05000820,Ashton upon Mersey
660000,E05000831,Hale Central
240000,E05000822,Broadheath
253000,E05000830,Hale Barns
355000,E05000830,Hale Barns
225000,E05000833,Priory
248500,E05000820,Ashton upon Mersey
46000,E05000822,Broadheath
279000,E05000823,Brooklands
143000,E05000824,Bucklow-St Martins
197000,E05000827,Davyhulme West
803000,E05000821,Bowdon
465000,E05000831,Hale Central
390000,E05000831,Hale Central
175000,E05000819,Altrincham
380000,E05000819,Altrincham
155000,E05000824,Bucklow-St Martins
1059500,E05000821,Bowdon
180000,E05000835,Sale Moor
422000,E05000834,St Mary's
115000,E05000820,Ashton upon Mersey
312000,E05000826,Davyhulme East
305000,E05000820,Ashton upon Mersey
450000,E05000820,Ashton upon Mersey
380000,E05000820,Ashton upon Mersey
416000,E05000830,Hale Barns
233000,E05000826,Davyhulme East
290000,E05000833,Priory
268270,E05000831,Hale Central
260000,E05000821,Bowdon
435000,E05000830,Hale Barns
145000,E05000834,St Mary's
166500,E05000833,Priory
334750,E05000819,Altrincham
430000,E05000839,Village
145000,E05000823,Brooklands
700000,E05000830,Hale Barns
400000,E05000820,Ashton upon Mersey
360000,E05000834,St Mary's
299950,E05000828,Flixton
375000,E05000839,Village
312000,E05000831,Hale Central
391000,E05000823,Brooklands
525000,E05000830,Hale Barns
290000,E05000837,Timperley
125000,E05000833,Priory
200000,E05000828,Flixton
318500,E05000822,Broadheath
225000,E05000836,Stretford
296000,E05000820,Ashton upon Mersey
250000,E05000831,Hale Central
160000,E05000835,Sale Moor
312000,E05000819,Altrincham
160000,E05000829,Gorse Hill
470000,E05000834,St Mary's
256000,E05000834,St Mary's
1875000,E05000834,St Mary's
315000,E05000827,Davyhulme West
255200,E05000820,Ashton upon Mersey
142000,E05000819,Altrincham
265000,E05000827,Davyhulme West
149000,E05000829,Gorse Hill
335000,E05000833,Priory
306000,E05000827,Davyhulme West
115000,E05000834,St Mary's
550000,E05000835,Sale Moor
165000,E05000822,Broadheath
425000,E05000833,Priory
361000,E05000831,Hale Central
640000,E05000820,Ashton upon Mersey
130000,E05000825,Clifford
265000,E05000823,Brooklands
218500,E05000826,Davyhulme East
168000,E05000821,Bowdon
355000,E05000819,Altrincham
290000,E05000833,Priory
182000,E05000824,Bucklow-St Martins
432000,E05000838,Urmston
230000,E05000820,Ashton upon Mersey
1250000,E05000821,Bowdon
311000,E05000832,Longford
360000,E05000832,Longford
99950,E05000829,Gorse Hill
180000,E05000836,Stretford
280000,E05000833,Priory
325000,E05000823,Brooklands
360000,E05000825,Clifford
185000,E05000833,Priory
165995,E05000827,Davyhulme West
180000,E05000823,Brooklands
335000,E05000831,Hale Central
302000,E05000837,Timperley
197000,E05000836,Stretford
180000,E05000829,Gorse Hill
347000,E05000834,St Mary's
240000,E05000819,Altrincham
350000,E05000820,Ashton upon Mersey
265000,E05000822,Broadheath
214000,E05000828,Flixton
660000,E05000819,Altrincham
245000,E05000828,Flixton
88000,E05000819,Altrincham
175000,E05000827,Davyhulme West
265000,E05000828,Flixton
220000,E05000827,Davyhulme West
530000,E05000830,Hale Barns
320000,E05000831,Hale Central
260000,E05000831,Hale Central
280000,E05000833,Priory
327000,E05000825,Clifford
290000,E05000823,Brooklands
455000,E05000820,Ashton upon Mersey
220000,E05000825,Clifford
317500,E05000823,Brooklands
185000,E05000834,St Mary's
115000,E05000834,St Mary's
153995,E05000827,Davyhulme West
140000,E05000829,Gorse Hill
184000,E05000827,Davyhulme West
163000,E05000835,Sale Moor
250000,E05000824,Bucklow-St Martins
652000,E05000821,Bowdon
292500,E05000824,Bucklow-St Martins
206611,E05000833,Priory
239999,E05000827,Davyhulme West
230500,E05000819,Altrincham
170000,E05000829,Gorse Hill
150000,E05000829,Gorse Hill
355000,E05000836,Stretford
285000,E05000833,Priory
310000,E05000838,Urmston
200000,E05000832,Longford
219000,E05000833,Priory
230000,E05000826,Davyhulme East
287000,E05000823,Brooklands
167000,E05000827,Davyhulme West
190000,E05000828,Flixton
220000,E05000838,Urmston
165250,E05000829,Gorse Hill
409000,E05000839,Village
200000,E05000836,Stretford
250000,E05000828,Flixton
145000,E05000825,Clifford
265000,E05000836,Stretford
180000,E05000829,Gorse Hill
286500,E05000831,Hale Central
535000,E05000820,Ashton upon Mersey
167500,E05000827,Davyhulme West
200000,E05000825,Clifford
295000,E05000827,Davyhulme West
165995,E05000827,Davyhulme West
300000,E05000822,Broadheath
315000,E05000837,Timperley
190000,E05000834,St Mary's
164000,E05000837,Timperley
2100000,E05000830,Hale Barns
490000,E05000837,Timperley
225000,E05000820,Ashton upon Mersey
272000,E05000820,Ashton upon Mersey
128500,E05000838,Urmston
220000,E05000838,Urmston
162000,E05000819,Altrincham
652000,E05000823,Brooklands
462500,E05000830,Hale Barns
420000,E05000837,Timperley
550000,E05000819,Altrincham
134200,E05000835,Sale Moor
570000,E05000835,Sale Moor
294304,E05000819,Altrincham
303000,E05000820,Ashton upon Mersey
94000,E05000836,Stretford
253000,E05000835,Sale Moor
220000,E05000837,Timperley
120500,E05000834,St Mary's
310000,E05000837,Timperley
191500,E05000828,Flixton
360000,E05000823,Brooklands
624000,E05000828,Flixton
303950,E05000839,Village
1455000,E05000819,Altrincham
575000,E05000831,Hale Central
465750,E05000819,Altrincham
121000,E05000825,Clifford
950000,E05000834,St Mary's
317000,E05000831,Hale Central
393000,E05000831,Hale Central
274600,E05000819,Altrincham
179055,E05000838,Urmston
155000,E05000838,Urmston
295500,E05000832,Longford
255000,E05000826,Davyhulme East
207700,E05000838,Urmston
265000,E05000834,St Mary's
185000,E05000833,Priory
585000,E05000821,Bowdon
220000,E05000828,Flixton
165000,E05000827,Davyhulme West
174950,E05000826,Davyhulme East
532000,E05000837,Timperley
250000,E05000834,St Mary's
220000,E05000828,Flixton
135000,E05000819,Altrincham
250500,E05000827,Davyhulme West
528000,E05000820,Ashton upon Mersey
470000,E05000832,Longford
155871,E05000833,Priory
264000,E05000833,Priory
228000,E05000838,Urmston
215000,E05000822,Broadheath
295000,E05000820,Ashton upon Mersey
265000,E05000828,Flixton
336000,E05000819,Altrincham
230000,E05000820,Ashton upon Mersey
150000,E05000829,Gorse Hill
112000,E05000836,Stretford
200000,E05000833,Priory
250000,E05000832,Longford
615000,E05000835,Sale Moor
200000,E05000822,Broadheath
269000,E05000820,Ashton upon Mersey
400000,E05000835,Sale Moor
220500,E05000827,Davyhulme West
587500,E05000821,Bowdon
368000,E05000831,Hale Central
320000,E05000828,Flixton
320000,E05000828,Flixton
225000,E05000835,Sale Moor
165000,E05000839,Village
2850000,E05000821,Bowdon
282500,E05000839,Village
1450000,E05000821,Bowdon
215000,E05000822,Broadheath
150000,E05000829,Gorse Hill
1130000,E05000821,Bowdon
410000,E05000835,Sale Moor
332000,E05000833,Priory
159950,E05000836,Stretford
262000,E05000823,Brooklands
315000,E05000839,Village
110000,E05000836,Stretford
410000,E05000822,Broadheath
1150000,E05000830,Hale Barns
170500,E05000833,Priory
165000,E05000822,Broadheath
195000,E05000822,Broadheath
97500,E05000829,Gorse Hill
2700000,E05000830,Hale Barns
191000,E05000819,Altrincham
325000,E05000831,Hale Central
435000,E05000830,Hale Barns
172693,E05000830,Hale Barns
220000,E05000827,Davyhulme West
151000,E05000833,Priory
185000,E05000826,Davyhulme East
235000,E05000827,Davyhulme West
235000,E05000827,Davyhulme West
270000,E05000834,St Mary's
162000,E05000829,Gorse Hill
162000,E05000825,Clifford
345000,E05000837,Timperley
160000,E05000829,Gorse Hill
600000,E05000830,Hale Barns
291000,E05000832,Longford
190000,E05000823,Brooklands
145000,E05000823,Brooklands
135000,E05000824,Bucklow-St Martins
299000,E05000822,Broadheath
299000,E05000822,Broadheath
195000,E05000833,Priory
104000,E05000824,Bucklow-St Martins
160000,E05000828,Flixton
215000,E05000839,Village
280000,E05000825,Clifford
128000,E05000838,Urmston
365000,E05000821,Bowdon
230000,E05000822,Broadheath
125000,E05000824,Bucklow-St Martins
121500,E05000837,Timperley
257000,E05000822,Broadheath
400000,E05000834,St Mary's
320000,E05000825,Clifford
580000,E05000821,Bowdon
228500,E05000833,Priory
625000,E05000835,Sale Moor
155000,E05000839,Village
870000,E05000820,Ashton upon Mersey
214000,E05000835,Sale Moor
283500,E05000828,Flixton
184950,E05000837,Timperley
88000,E05000839,Village
560000,E05000821,Bowdon
236000,E05000835,Sale Moor
415000,E05000835,Sale Moor
157000,E05000831,Hale Central
123332,E05000820,Ashton upon Mersey
433000,E05000837,Timperley
222150,E05000838,Urmston
289000,E05000819,Altrincham
460000,E05000835,Sale Moor
98000,E05000836,Stretford
895000,E05000830,Hale Barns
235000,E05000822,Broadheath
355000,E05000822,Broadheath
187500,E05000829,Gorse Hill
470000,E05000820,Ashton upon Mersey
145000,E05000819,Altrincham
223000,E05000834,St Mary's
485000,E05000839,Village
315000,E05000819,Altrincham
205000,E05000820,Ashton upon Mersey
410000,E05000835,Sale Moor
340000,E05000819,Altrincham
175000,E05000832,Longford
475000,E05000833,Priory
310000,E05000819,Altrincham
390000,E05000819,Altrincham
257100,E05000838,Urmston
285000,E05000819,Altrincham
250000,E05000834,St Mary's
82500,E05000829,Gorse Hill
125000,E05000825,Clifford
1080000,E05000821,Bowdon
400000,E05000837,Timperley
215000,E05000838,Urmston
538000,E05000823,Brooklands
828000,E05000830,Hale Barns
325000,E05000836,Stretford
216000,E05000827,Davyhulme West
252000,E05000820,Ashton upon Mersey
157950,E05000836,Stretford
289025,E05000826,Davyhulme East
707000,E05000831,Hale Central
329750,E05000819,Altrincham
317500,E05000830,Hale Barns
225000,E05000828,Flixton
410000,E05000835,Sale Moor
125000,E05000823,Brooklands
269950,E05000831,Hale Central
207000,E05000838,Urmston
191000,E05000829,Gorse Hill
300000,E05000819,Altrincham
340500,E05000837,Timperley
249000,E05000822,Broadheath
362000,E05000822,Broadheath
380000,E05000839,Village
380000,E05000839,Village
285000,E05000837,Timperley
190000,E05000822,Broadheath
157000,E05000836,Stretford
220000,E05000836,Stretford
1361800,E05000821,Bowdon
290250,E05000831,Hale Central
775000,E05000837,Timperley
457500,E05000831,Hale Central
232000,E05000819,Altrincham
500000,E05000839,Village
100000,E05000829,Gorse Hill
100000,E05000824,Bucklow-St Martins
125000,E05000820,Ashton upon Mersey
209000,E05000827,Davyhulme West
155000,E05000835,Sale Moor
192500,E05000820,Ashton upon Mersey
282000,E05000839,Village
586000,E05000832,Longford
735000,E05000830,Hale Barns
285000,E05000828,Flixton
395000,E05000837,Timperley
157500,E05000831,Hale Central
255000,E05000822,Broadheath
125000,E05000828,Flixton
340000,E05000832,Longford
150000,E05000833,Priory
245000,E05000827,Davyhulme West
425000,E05000823,Brooklands
159995,E05000826,Davyhulme East
328000,E05000830,Hale Barns
675000,E05000820,Ashton upon Mersey
185000,E05000838,Urmston
1000000,E05000830,Hale Barns
154950,E05000829,Gorse Hill
590000,E05000823,Brooklands
187000,E05000819,Altrincham
317000,E05000823,Brooklands
170000,E05000823,Brooklands
165000,E05000822,Broadheath
200000,E05000839,Village
158950,E05000819,Altrincham
198000,E05000834,St Mary's
365000,E05000832,Longford
225000,E05000830,Hale Barns
237000,E05000838,Urmston
146500,E05000839,Village
667500,E05000834,St Mary's
320000,E05000822,Broadheath
290000,E05000832,Longford
203750,E05000829,Gorse Hill
520000,E05000838,Urmston
283000,E05000823,Brooklands
165000,E05000832,Longford
292500,E05000819,Altrincham
100000,E05000824,Bucklow-St Martins
315000,E05000831,Hale Central
602000,E05000831,Hale Central
277000,E05000822,Broadheath
370000,E05000833,Priory
500000,E05000830,Hale Barns
181000,E05000832,Longford
325000,E05000823,Brooklands
215000,E05000827,Davyhulme West
135000,E05000838,Urmston
982500,E05000830,Hale Barns
195000,E05000827,Davyhulme West
352500,E05000820,Ashton upon Mersey
2700000,E05000830,Hale Barns
395000,E05000830,Hale Barns
259500,E05000825,Clifford
537500,E05000834,St Mary's
275000,E05000820,Ashton upon Mersey
280000,E05000820,Ashton upon Mersey
178500,E05000832,Longford
312500,E05000823,Brooklands
228000,E05000822,Broadheath
254500,E05000828,Flixton
295000,E05000827,Davyhulme West
321950,E05000820,Ashton upon Mersey
610000,E05000830,Hale Barns
171000,E05000825,Clifford
340000,E05000838,Urmston
283500,E05000837,Timperley
129500,E05000837,Timperley
605000,E05000821,Bowdon
261950,E05000839,Village
500000,E05000837,Timperley
560000,E05000821,Bowdon
320000,E05000819,Altrincham
304000,E05000826,Davyhulme East
185000,E05000835,Sale Moor
565000,E05000819,Altrincham
277000,E05000837,Timperley
150000,E05000826,Davyhulme East
174950,E05000826,Davyhulme East
140000,E05000834,St Mary's
335000,E05000820,Ashton upon Mersey
230000,E05000823,Brooklands
241750,E05000819,Altrincham
180000,E05000836,Stretford
239750,E05000819,Altrincham
181000,E05000839,Village
245000,E05000819,Altrincham
222450,E05000839,Village
130000,E05000835,Sale Moor
86500,E05000835,Sale Moor
225000,E05000833,Priory
195000,E05000833,Priory
102000,E05000829,Gorse Hill
210000,E05000838,Urmston
185000,E05000823,Brooklands
320000,E05000823,Brooklands
90000,E05000823,Brooklands
320000,E05000838,Urmston
575000,E05000821,Bowdon
145000,E05000826,Davyhulme East
347250,E05000819,Altrincham
188000,E05000819,Altrincham
74000,E05000836,Stretford
750000,E05000830,Hale Barns
365000,E05000820,Ashton upon Mersey
410750,E05000819,Altrincham
175000,E05000833,Priory
283000,E05000823,Brooklands
152500,E05000833,Priory
239750,E05000819,Altrincham
385000,E05000820,Ashton upon Mersey
229950,E05000833,Priory
90000,E05000836,Stretford
188995,E05000827,Davyhulme West
182995,E05000827,Davyhulme West
284000,E05000819,Altrincham
252500,E05000822,Broadheath
195000,E05000833,Priory
90000,E05000832,Longford
1265000,E05000821,Bowdon
183995,E05000827,Davyhulme West
530000,E05000823,Brooklands
275000,E05000826,Davyhulme East
165000,E05000823,Brooklands
200000,E05000833,Priory
1525000,E05000821,Bowdon
238450,E05000839,Village
208750,E05000828,Flixton
235000,E05000834,St Mary's
410000,E05000820,Ashton upon Mersey
258950,E05000839,Village
266000,E05000822,Broadheath
166000,E05000826,Davyhulme East
557500,E05000837,Timperley
92500,E05000824,Bucklow-St Martins
78000,E05000824,Bucklow-St Martins
165000,E05000823,Brooklands
305000,E05000823,Brooklands
175000,E05000819,Altrincham
135000,E05000830,Hale Barns
235000,E05000836,Stretford
160000,E05000834,St Mary's
284950,E05000826,Davyhulme East
195000,E05000836,Stretford
290000,E05000831,Hale Central
450000,E05000837,Timperley
231500,E05000837,Timperley
895000,E05000821,Bowdon
535000,E05000831,Hale Central
195000,E05000821,Bowdon
140000,E05000832,Longford
240000,E05000828,Flixton
169950,E05000836,Stretford
425000,E05000822,Broadheath
247000,E05000832,Longford
145000,E05000825,Clifford
215000,E05000828,Flixton
277000,E05000839,Village
390000,E05000822,Broadheath
230000,E05000828,Flixton
249995,E05000819,Altrincham
120000,E05000820,Ashton upon Mersey
195000,E05000834,St Mary's
119000,E05000828,Flixton
165000,E05000822,Broadheath
335000,E05000820,Ashton upon Mersey
104500,E05000833,Priory
157500,E05000833,Priory
700000,E05000830,Hale Barns
238000,E05000838,Urmston
142000,E05000823,Brooklands
157500,E05000833,Priory
257500,E05000827,Davyhulme West
155000,E05000833,Priory
311000,E05000839,Village
170000,E05000819,Altrincham
147500,E05000833,Priory
535000,E05000837,Timperley
320000,E05000826,Davyhulme East
287500,E05000835,Sale Moor
300000,E05000826,Davyhulme East
195000,E05000833,Priory
198000,E05000829,Gorse Hill
359950,E05000821,Bowdon
222500,E05000820,Ashton upon Mersey
186000,E05000833,Priory
182250,E05000836,Stretford
132500,E05000832,Longford
262500,E05000833,Priory
157500,E05000833,Priory
241000,E05000819,Altrincham
520000,E05000831,Hale Central
259000,E05000828,Flixton
105000,E05000833,Priory
115000,E05000824,Bucklow-St Martins
466000,E05000823,Brooklands
135000,E05000824,Bucklow-St Martins
241000,E05000820,Ashton upon Mersey
230000,E05000827,Davyhulme West
350000,E05000831,Hale Central
365000,E05000819,Altrincham
176750,E05000829,Gorse Hill
186000,E05000819,Altrincham
725000,E05000821,Bowdon
200000,E05000828,Flixton
210000,E05000822,Broadheath
210000,E05000822,Broadheath
215000,E05000829,Gorse Hill
537650,E05000834,St Mary's
147500,E05000833,Priory
238000,E05000836,Stretford
335000,E05000830,Hale Barns
858000,E05000821,Bowdon
327000,E05000837,Timperley
215000,E05000836,Stretford
255000,E05000837,Timperley
295000,E05000831,Hale Central
115000,E05000838,Urmston
217000,E05000826,Davyhulme East
190000,E05000833,Priory
364000,E05000823,Brooklands
220000,E05000828,Flixton
216000,E05000822,Broadheath
104000,E05000829,Gorse Hill
260000,E05000825,Clifford
278500,E05000819,Altrincham
150000,E05000824,Bucklow-St Martins
139000,E05000833,Priory
560000,E05000830,Hale Barns
240000,E05000836,Stretford
175000,E05000839,Village
220000,E05000829,Gorse Hill
355000,E05000828,Flixton
350000,E05000830,Hale Barns
177000,E05000819,Altrincham
135000,E05000833,Priory
227000,E05000823,Brooklands
180000,E05000822,Broadheath
108000,E05000822,Broadheath
302000,E05000819,Altrincham
610000,E05000821,Bowdon
104500,E05000833,Priory
265000,E05000825,Clifford
145000,E05000825,Clifford
302000,E05000822,Broadheath
140000,E05000835,Sale Moor
130000,E05000826,Davyhulme East
72000,E05000833,Priory
272000,E05000837,Timperley
174950,E05000826,Davyhulme East
185000,E05000833,Priory
173500,E05000826,Davyhulme East
165000,E05000829,Gorse Hill
105250,E05000829,Gorse Hill
780000,E05000821,Bowdon
1028000,E05000821,Bowdon
82500,E05000831,Hale Central
249000,E05000820,Ashton upon Mersey
170000,E05000826,Davyhulme East
207000,E05000826,Davyhulme East
185000,E05000832,Longford
280000,E05000822,Broadheath
200000,E05000829,Gorse Hill
147000,E05000824,Bucklow-St Martins
560000,E05000820,Ashton upon Mersey
285000,E05000826,Davyhulme East
580000,E05000835,Sale Moor
235000,E05000827,Davyhulme West
83500,E05000832,Longford
119000,E05000827,Davyhulme West
367500,E05000820,Ashton upon Mersey
175000,E05000824,Bucklow-St Martins
147000,E05000824,Bucklow-St Martins
375000,E05000822,Broadheath
137000,E05000833,Priory
340000,E05000823,Brooklands
165000,E05000828,Flixton
355000,E05000822,Broadheath
185000,E05000832,Longford
470000,E05000834,St Mary's
575000,E05000831,Hale Central
300000,E05000831,Hale Central
390000,E05000834,St Mary's
221000,E05000838,Urmston
260000,E05000822,Broadheath
201500,E05000828,Flixton
185000,E05000822,Broadheath
134225,E05000819,Altrincham
188950,E05000833,Priory
104500,E05000833,Priory
307500,E05000834,St Mary's
450000,E05000821,Bowdon
277500,E05000820,Ashton upon Mersey
260500,E05000819,Altrincham
222500,E05000834,St Mary's
175000,E05000836,Stretford
235000,E05000839,Village
131000,E05000832,Longford
288000,E05000837,Timperley
340000,E05000835,Sale Moor
205000,E05000834,St Mary's
305000,E05000822,Broadheath
255000,E05000821,Bowdon
435000,E05000819,Altrincham
146000,E05000824,Bucklow-St Martins
314000,E05000831,Hale Central
900000,E05000830,Hale Barns
129950,E05000825,Clifford
180000,E05000838,Urmston
190000,E05000836,Stretford
77000,E05000824,Bucklow-St Martins
255000,E05000820,Ashton upon Mersey
228500,E05000838,Urmston
158500,E05000829,Gorse Hill
350000,E05000839,Village
270000,E05000826,Davyhulme East
425000,E05000831,Hale Central
186000,E05000825,Clifford
230000,E05000827,Davyhulme West
292000,E05000838,Urmston
147500,E05000819,Altrincham
317000,E05000823,Brooklands
200000,E05000838,Urmston
150000,E05000824,Bucklow-St Martins
458000,E05000822,Broadheath
420000,E05000832,Longford
270000,E05000821,Bowdon
185000,E05000826,Davyhulme East
230000,E05000829,Gorse Hill
257000,E05000838,Urmston
218000,E05000827,Davyhulme West
127500,E05000823,Brooklands
425000,E05000819,Altrincham
650000,E05000821,Bowdon
207500,E05000822,Broadheath
90000,E05000837,Timperley
165000,E05000826,Davyhulme East
401000,E05000823,Brooklands
305000,E05000839,Village
150000,E05000825,Clifford
158600,E05000839,Village
110000,E05000839,Village
295000,E05000819,Altrincham
250000,E05000828,Flixton
155000,E05000829,Gorse Hill
219000,E05000826,Davyhulme East
142500,E05000833,Priory
197500,E05000822,Broadheath
185000,E05000822,Broadheath
100000,E05000833,Priory
240000,E05000836,Stretford
550000,E05000823,Brooklands
217500,E05000833,Priory
200000,E05000826,Davyhulme East
230000,E05000832,Longford
430000,E05000822,Broadheath
274000,E05000826,Davyhulme East
137000,E05000820,Ashton upon Mersey
234500,E05000833,Priory
165000,E05000834,St Mary's
172000,E05000839,Village
610000,E05000830,Hale Barns
174950,E05000833,Priory
290000,E05000820,Ashton upon Mersey
195000,E05000822,Broadheath
650000,E05000819,Altrincham
360000,E05000823,Brooklands
205500,E05000835,Sale Moor
289000,E05000819,Altrincham
400000,E05000830,Hale Barns
507162,E05000819,Altrincham
415000,E05000830,Hale Barns
175155,E05000819,Altrincham
248000,E05000819,Altrincham
258750,E05000819,Altrincham
225000,E05000822,Broadheath
244950,E05000838,Urmston
626560,E05000830,Hale Barns
370000,E05000833,Priory
495000,E05000837,Timperley
229950,E05000838,Urmston
185000,E05000819,Altrincham
235000,E05000827,Davyhulme West
132000,E05000835,Sale Moor
215000,E05000838,Urmston
225000,E05000828,Flixton
268000,E05000819,Altrincham
218000,E05000829,Gorse Hill
237500,E05000832,Longford
147500,E05000833,Priory
350000,E05000830,Hale Barns
267000,E05000829,Gorse Hill
342000,E05000837,Timperley
205000,E05000829,Gorse Hill
395000,E05000826,Davyhulme East
100000,E05000827,Davyhulme West
246000,E05000833,Priory
132000,E05000823,Brooklands
555000,E05000830,Hale Barns
165000,E05000829,Gorse Hill
285000,E05000835,Sale Moor
800000,E05000821,Bowdon
525000,E05000831,Hale Central
231000,E05000822,Broadheath
299950,E05000819,Altrincham
185000,E05000829,Gorse Hill
135000,E05000833,Priory
145000,E05000833,Priory
505000,E05000831,Hale Central
210000,E05000819,Altrincham
554220,E05000831,Hale Central
115000,E05000833,Priory
257750,E05000819,Altrincham
1030000,E05000831,Hale Central
260000,E05000837,Timperley
100000,E05000824,Bucklow-St Martins
150000,E05000832,Longford
325000,E05000822,Broadheath
163000,E05000829,Gorse Hill
205100,E05000822,Broadheath
320000,E05000822,Broadheath
157000,E05000829,Gorse Hill
370000,E05000833,Priory
295000,E05000833,Priory
258750,E05000819,Altrincham
152500,E05000829,Gorse Hill
990000,E05000830,Hale Barns
231000,E05000832,Longford
375000,E05000830,Hale Barns
221250,E05000822,Broadheath
395000,E05000827,Davyhulme West
499000,E05000830,Hale Barns
151000,E05000824,Bucklow-St Martins
148500,E05000819,Altrincham
490000,E05000820,Ashton upon Mersey
560000,E05000839,Village
345000,E05000837,Timperley
175000,E05000838,Urmston
212750,E05000828,Flixton
320000,E05000839,Village
282000,E05000838,Urmston
150000,E05000820,Ashton upon Mersey
234000,E05000825,Clifford
249950,E05000827,Davyhulme West
285000,E05000833,Priory
115000,E05000819,Altrincham
435000,E05000823,Brooklands
293000,E05000830,Hale Barns
192500,E05000827,Davyhulme West
138995,E05000832,Longford
155000,E05000824,Bucklow-St Martins
254950,E05000827,Davyhulme West
338750,E05000819,Altrincham
120000,E05000833,Priory
365000,E05000819,Altrincham
238000,E05000828,Flixton
220000,E05000834,St Mary's
