amount,area_code,area_name,lat,lon
200000,E05000820,Ashton upon Mersey,53.43099,-2.326426
139995,E05000819,Altrincham,53.38561,-2.349848
525000,E05000837,Timperley,53.40089,-2.331941
525000,E05000819,Altrincham,53.391911,-2.365539
185000,E05000828,Flixton,53.4521,-2.376672
760000,E05000830,Hale Barns,53.377985,-2.322698
160000,E05000827,Davyhulme West,53.447645,-2.405797
420000,E05000831,Hale Central,53.383178,-2.34625
255000,E05000835,Sale Moor,53.418,-2.296054
105000,E05000838,Urmston,53.444224,-2.350541
165000,E05000836,Stretford,53.446861,-2.31381
278000,E05000837,Timperley,53.397913,-2.329196
255000,E05000838,Urmston,53.450135,-2.32978
365000,E05000826,Davyhulme East,53.45286,-2.354347
200000,E05000837,Timperley,53.404095,-2.323467
285000,E05000820,Ashton upon Mersey,53.428529,-2.335362
245000,E05000820,Ashton upon Mersey,53.430354,-2.347853
220000,E05000833,Priory,53.431141,-2.313438
225000,E05000828,Flixton,53.445771,-2.388028
225000,E05000828,Flixton,53.445771,-2.388028
505000,E05000834,St Mary's,53.420193,-2.349365
233000,E05000825,Clifford,53.455301,-2.270005
233000,E05000835,Sale Moor,53.417213,-2.290602
141000,E05000827,Davyhulme West,53.447645,-2.405797
110000,E05000834,St Mary's,53.421838,-2.342818
168000,E05000829,Gorse Hill,53.45457,-2.308099
490000,E05000821,Bowdon,53.379423,-2.375248
197000,E05000838,Urmston,53.445957,-2.351459
560000,E05000834,St Mary's,53.422161,-2.343182
373600,E05000833,Priory,53.419674,-2.316198
247500,E05000820,Ashton upon Mersey,53.429835,-2.324777
150000,E05000822,Broadheath,53.40421,-2.343323
185000,E05000820,Ashton upon Mersey,53.431794,-2.321465
215000,E05000829,Gorse Hill,53.45373,-2.306392
225000,E05000836,Stretford,53.451679,-2.31749
119950,E05000836,Stretford,53.447944,-2.305326
204950,E05000819,Altrincham,53.388722,-2.349829
320000,E05000839,Village,53.390357,-2.300824
285000,E05000832,Longford,53.443326,-2.301183
335000,E05000835,Sale Moor,53.423024,-2.303191
165000,E05000827,Davyhulme West,53.450784,-2.399939
120000,E05000839,Village,53.397804,-2.316276
170580,E05000838,Urmston,53.445429,-2.347344
159000,E05000819,Altrincham,53.38561,-2.349848
276000,E05000826,Davyhulme East,53.453135,-2.358701
515000,E05000835,Sale Moor,53.422652,-2.31151
139995,E05000819,Altrincham,53.38561,-2.349848
224950,E05000833,Priory,53.423964,-2.318652
201500,E05000819,Altrincham,53.387993,-2.344004
293000,E05000823,Brooklands,53.412418,-2.306636
155500,E05000819,Altrincham,53.38561,-2.349848
185000,E05000836,Stretford,53.449047,-2.306403
283000,E05000831,Hale Central,53.380013,-2.34914
281750,E05000822,Broadheath,53.410009,-2.349252
385000,E05000837,Timperley,53.405545,-2.335587
240000,E05000833,Priory,53.426739,-2.319666
105000,E05000824,Bucklow-St Martins,53.41714,-2.430768
240000,E05000838,Urmston,53.449399,-2.35757
223000,E05000837,Timperley,53.392258,-2.332941
245000,E05000836,Stretford,53.450288,-2.326544
585000,E05000831,Hale Central,53.377856,-2.349394
198000,E05000832,Longford,53.457364,-2.275831
175000,E05000835,Sale Moor,53.416239,-2.291799
207950,E05000836,Stretford,53.449049,-2.326007
170000,E05000820,Ashton upon Mersey,53.425878,-2.328659
409750,E05000819,Altrincham,53.395093,-2.362046
148000,E05000832,Longford,53.45999,-2.286857
495000,E05000833,Priory,53.421517,-2.319206
265000,E05000834,St Mary's,53.42127,-2.35282
238500,E05000826,Davyhulme East,53.456225,-2.353351
350000,E05000827,Davyhulme West,53.459333,-2.383152
160000,E05000819,Altrincham,53.396152,-2.354086
280000,E05000831,Hale Central,53.380889,-2.348261
329999,E05000838,Urmston,53.446962,-2.348937
278000,E05000831,Hale Central,53.383435,-2.338089
443000,E05000834,St Mary's,53.412158,-2.34265
74000,E05000822,Broadheath,53.410594,-2.345917
81000,E05000831,Hale Central,53.380889,-2.348261
230000,E05000825,Clifford,53.464916,-2.26645
430000,E05000833,Priory,53.426609,-2.3074
470000,E05000830,Hale Barns,53.369968,-2.315001
156500,E05000819,Altrincham,53.38561,-2.349848
175000,E05000836,Stretford,53.446994,-2.307864
245000,E05000828,Flixton,53.447575,-2.386193
170000,E05000829,Gorse Hill,53.455654,-2.302836
161000,E05000838,Urmston,53.447046,-2.328808
138000,E05000833,Priory,53.427877,-2.307003
162500,E05000833,Priory,53.42801,-2.321632
100000,E05000822,Broadheath,53.401028,-2.361812
442500,E05000839,Village,53.395207,-2.322783
832000,E05000830,Hale Barns,53.365687,-2.30636
233000,E05000835,Sale Moor,53.41545,-2.301934
515000,E05000830,Hale Barns,53.379766,-2.322246
342000,E05000837,Timperley,53.407381,-2.33154
565000,E05000831,Hale Central,53.382005,-2.344632
790000,E05000819,Altrincham,53.391872,-2.348577
215000,E05000836,Stretford,53.451012,-2.307757
154000,E05000836,Stretford,53.451532,-2.311827
312500,E05000836,Stretford,53.449228,-2.316342
287500,E05000833,Priory,53.430981,-2.309494
310000,E05000839,Village,53.389174,-2.30289
243500,E05000838,Urmston,53.44975,-2.357287
124950,E05000828,Flixton,53.44849,-2.372635
215500,E05000833,Priory,53.423498,-2.317972
160000,E05000833,Priory,53.423012,-2.318299
220000,E05000834,St Mary's,53.42261,-2.355675
645000,E05000823,Brooklands,53.410484,-2.330692
307000,E05000820,Ashton upon Mersey,53.430814,-2.320916
223000,E05000819,Altrincham,53.396152,-2.354086
235000,E05000822,Broadheath,53.405989,-2.358951
150000,E05000832,Longford,53.453616,-2.294525
282000,E05000819,Altrincham,53.394066,-2.354294
250000,E05000828,Flixton,53.449528,-2.382702
345000,E05000831,Hale Central,53.37193,-2.343935
460000,E05000823,Brooklands,53.415061,-2.336595
445000,E05000839,Village,53.394219,-2.319392
242000,E05000821,Bowdon,53.377817,-2.365448
267950,E05000839,Village,53.393629,-2.317944
300000,E05000838,Urmston,53.44636,-2.357816
225000,E05000838,Urmston,53.449817,-2.330997
140000,E05000819,Altrincham,53.393191,-2.370241
255000,E05000819,Altrincham,53.393156,-2.37215
325000,E05000833,Priory,53.419348,-2.320378
236000,E05000822,Broadheath,53.401696,-2.354763
328500,E05000823,Brooklands,53.41929,-2.304805
296000,E05000837,Timperley,53.405545,-2.335587
305000,E05000837,Timperley,53.396586,-2.337893
219999,E05000838,Urmston,53.44777,-2.345918
335750,E05000819,Altrincham,53.395943,-2.357271
141296,E05000819,Altrincham,53.386701,-2.343152
275000,E05000827,Davyhulme West,53.459071,-2.371416
269950,E05000826,Davyhulme East,53.457418,-2.351102
237500,E05000837,Timperley,53.392675,-2.334237
425000,E05000834,St Mary's,53.423407,-2.344471
164000,E05000829,Gorse Hill,53.454661,-2.300781
125000,E05000835,Sale Moor,53.418826,-2.292584
155000,E05000819,Altrincham,53.397461,-2.354637
290000,E05000830,Hale Barns,53.389517,-2.319628
334000,E05000820,Ashton upon Mersey,53.428268,-2.332395
210000,E05000833,Priory,53.427851,-2.317086
220000,E05000834,St Mary's,53.415425,-2.338102
265000,E05000819,Altrincham,53.393948,-2.348548
351253,E05000819,Altrincham,53.390859,-2.371514
325000,E05000823,Brooklands,53.41413,-2.335038
320050,E05000819,Altrincham,53.395499,-2.350035
305000,E05000834,St Mary's,53.413509,-2.341863
290500,E05000835,Sale Moor,53.424233,-2.298023
445000,E05000822,Broadheath,53.409431,-2.344042
198500,E05000822,Broadheath,53.399648,-2.351227
189950,E05000822,Broadheath,53.40107,-2.368505
268000,E05000838,Urmston,53.450091,-2.335893
120000,E05000838,Urmston,53.449996,-2.365239
181000,E05000829,Gorse Hill,53.452923,-2.309247
157000,E05000833,Priory,53.425942,-2.311549
200000,E05000819,Altrincham,53.393147,-2.348888
437000,E05000823,Brooklands,53.417317,-2.313577
346000,E05000819,Altrincham,53.392958,-2.342962
280000,E05000838,Urmston,53.449389,-2.358037
205000,E05000838,Urmston,53.447444,-2.346818
140000,E05000821,Bowdon,53.379976,-2.352899
326000,E05000838,Urmston,53.44744,-2.335797
194000,E05000830,Hale Barns,53.382022,-2.315181
519750,E05000819,Altrincham,53.395093,-2.362046
114000,E05000822,Broadheath,53.399853,-2.345724
288000,E05000833,Priory,53.427432,-2.322365
155000,E05000836,Stretford,53.44089,-2.308121
150000,E05000820,Ashton upon Mersey,53.423985,-2.327456
132000,E05000839,Village,53.396774,-2.308148
205000,E05000833,Priory,53.428544,-2.316896
515750,E05000819,Altrincham,53.395093,-2.362046
117000,E05000826,Davyhulme East,53.450985,-2.343881
342750,E05000837,Timperley,53.393726,-2.328517
110000,E05000834,St Mary's,53.423361,-2.36006
1050000,E05000819,Altrincham,53.390592,-2.361678
269950,E05000826,Davyhulme East,53.458028,-2.35454
205000,E05000836,Stretford,53.446744,-2.320871
1183000,E05000821,Bowdon,53.378742,-2.356948
241000,E05000828,Flixton,53.447575,-2.386193
162000,E05000835,Sale Moor,53.418479,-2.291167
250000,E05000836,Stretford,53.445276,-2.325196
332000,E05000828,Flixton,53.451126,-2.377627
175000,E05000827,Davyhulme West,53.455929,-2.396087
150000,E05000824,Bucklow-St Martins,53.420964,-2.432192
238000,E05000828,Flixton,53.448953,-2.388238
255000,E05000822,Broadheath,53.40421,-2.343323
275000,E05000820,Ashton upon Mersey,53.429422,-2.327994
465750,E05000819,Altrincham,53.395093,-2.362046
130000,E05000820,Ashton upon Mersey,53.43099,-2.326426
340000,E05000833,Priory,53.426502,-2.313961
232000,E05000828,Flixton,53.449528,-2.385367
187500,E05000820,Ashton upon Mersey,53.427456,-2.326926
149500,E05000824,Bucklow-St Martins,53.42031,-2.418853
715000,E05000821,Bowdon,53.386267,-2.365265
180995,E05000827,Davyhulme West,53.45266,-2.394715
147995,E05000827,Davyhulme West,53.45266,-2.394715
156000,E05000822,Broadheath,53.403715,-2.36185
370000,E05000822,Broadheath,53.408662,-2.348669
114000,E05000823,Brooklands,53.410632,-2.305555
412000,E05000822,Broadheath,53.408072,-2.350815
176995,E05000827,Davyhulme West,53.45266,-2.394715
84673,E05000834,St Mary's,53.424597,-2.352381
369750,E05000819,Altrincham,53.395943,-2.357271
142500,E05000834,St Mary's,53.413141,-2.362862
176995,E05000827,Davyhulme West,53.45266,-2.394715
147995,E05000827,Davyhulme West,53.45266,-2.394715
200000,E05000833,Priory,53.42047,-2.324449
107000,E05000835,Sale Moor,53.414375,-2.293365
110000,E05000825,Clifford,53.465578,-2.26046
275000,E05000827,Davyhulme West,53.457825,-2.368078
218000,E05000825,Clifford,53.460004,-2.268935
161995,E05000827,Davyhulme West,53.45266,-2.394715
172500,E05000835,Sale Moor,53.416108,-2.293994
268000,E05000819,Altrincham,53.390859,-2.371514
154995,E05000827,Davyhulme West,53.45266,-2.394715
319950,E05000822,Broadheath,53.409589,-2.34827
158995,E05000827,Davyhulme West,53.45266,-2.394715
122000,E05000838,Urmston,53.44989,-2.364757
335000,E05000821,Bowdon,53.379899,-2.351681
185000,E05000824,Bucklow-St Martins,53.428057,-2.355555
197500,E05000836,Stretford,53.447877,-2.306771
262000,E05000835,Sale Moor,53.418334,-2.295183
262000,E05000835,Sale Moor,53.418334,-2.295183
270000,E05000838,Urmston,53.450159,-2.367665
153500,E05000833,Priory,53.421935,-2.316983
118500,E05000833,Priory,53.421919,-2.316982
179995,E05000827,Davyhulme West,53.45266,-2.394715
575000,E05000819,Altrincham,53.393842,-2.374125
370750,E05000819,Altrincham,53.395943,-2.357271
195000,E05000829,Gorse Hill,53.45304,-2.305709
246000,E05000819,Altrincham,53.38761,-2.354947
490750,E05000819,Altrincham,53.395093,-2.362046
275000,E05000825,Clifford,53.457469,-2.269326
295000,E05000837,Timperley,53.409352,-2.327268
326000,E05000822,Broadheath,53.397348,-2.338395
137500,E05000838,Urmston,53.445509,-2.328811
205000,E05000833,Priory,53.430185,-2.314997
290500,E05000823,Brooklands,53.412038,-2.327785
110000,E05000819,Altrincham,53.397461,-2.354637
443500,E05000837,Timperley,53.396789,-2.336029
380000,E05000837,Timperley,53.400475,-2.326027
171000,E05000836,Stretford,53.446994,-2.307864
265000,E05000838,Urmston,53.449389,-2.358037
900000,E05000831,Hale Central,53.378154,-2.342692
255000,E05000822,Broadheath,53.401836,-2.35308
250000,E05000836,Stretford,53.448651,-2.32364
185000,E05000839,Village,53.390106,-2.304175
575000,E05000819,Altrincham,53.39204,-2.349315
170000,E05000820,Ashton upon Mersey,53.426659,-2.338598
625000,E05000830,Hale Barns,53.365043,-2.30858
310000,E05000827,Davyhulme West,53.454449,-2.366979
295000,E05000833,Priory,53.421363,-2.323087
228750,E05000836,Stretford,53.44721,-2.311103
165000,E05000820,Ashton upon Mersey,53.425878,-2.328659
119000,E05000824,Bucklow-St Martins,53.418389,-2.433459
235000,E05000820,Ashton upon Mersey,53.424676,-2.330321
319950,E05000838,Urmston,53.446792,-2.348424
264000,E05000822,Broadheath,53.403433,-2.357019
595000,E05000821,Bowdon,53.375128,-2.365741
415000,E05000830,Hale Barns,53.387721,-2.322366
270000,E05000828,Flixton,53.440869,-2.372191
270000,E05000828,Flixton,53.440869,-2.372191
154000,E05000826,Davyhulme East,53.460182,-2.364499
248000,E05000828,Flixton,53.441594,-2.387448
325000,E05000823,Brooklands,53.412656,-2.334951
238500,E05000822,Broadheath,53.40329,-2.353799
345000,E05000822,Broadheath,53.41158,-2.349986
450000,E05000830,Hale Barns,53.361865,-2.303703
297000,E05000822,Broadheath,53.40931,-2.348464
250000,E05000822,Broadheath,53.411645,-2.358276
397500,E05000820,Ashton upon Mersey,53.423529,-2.336075
189750,E05000819,Altrincham,53.387993,-2.344004
266500,E05000819,Altrincham,53.394548,-2.355411
190000,E05000833,Priory,53.428775,-2.31765
485000,E05000823,Brooklands,53.41535,-2.312705
630000,E05000831,Hale Central,53.380738,-2.344502
400000,E05000831,Hale Central,53.381641,-2.342916
265000,E05000820,Ashton upon Mersey,53.432175,-2.336745
215000,E05000827,Davyhulme West,53.460067,-2.378459
150000,E05000836,Stretford,53.451532,-2.311827
125000,E05000838,Urmston,53.448554,-2.354582
179000,E05000839,Village,53.394713,-2.309291
187700,E05000839,Village,53.394713,-2.309291
172000,E05000829,Gorse Hill,53.45492,-2.301596
257000,E05000835,Sale Moor,53.41889,-2.303177
191000,E05000834,St Mary's,53.409503,-2.359056
475000,E05000822,Broadheath,53.404574,-2.345161
399950,E05000835,Sale Moor,53.423024,-2.303191
200000,E05000825,Clifford,53.458587,-2.271426
700000,E05000821,Bowdon,53.377242,-2.368254
275000,E05000828,Flixton,53.439874,-2.371234
290000,E05000830,Hale Barns,53.379225,-2.319626
264550,E05000827,Davyhulme West,53.460067,-2.378459
430000,E05000831,Hale Central,53.380466,-2.332714
197500,E05000821,Bowdon,53.372097,-2.357523
310000,E05000826,Davyhulme East,53.452878,-2.357313
435000,E05000830,Hale Barns,53.379328,-2.314801
172500,E05000828,Flixton,53.44251,-2.382112
335000,E05000839,Village,53.394534,-2.322387
175000,E05000823,Brooklands,53.415656,-2.322803
168000,E05000833,Priory,53.422342,-2.323335
335000,E05000828,Flixton,53.451021,-2.370201
372500,E05000834,St Mary's,53.423905,-2.355415
220050,E05000822,Broadheath,53.402288,-2.367237
185000,E05000838,Urmston,53.446264,-2.350994
210000,E05000834,St Mary's,53.410251,-2.361363
340100,E05000836,Stretford,53.450773,-2.316534
176500,E05000833,Priory,53.427851,-2.317086
153000,E05000838,Urmston,53.449031,-2.342028
219000,E05000833,Priory,53.428544,-2.316896
375000,E05000827,Davyhulme West,53.457158,-2.388599
237000,E05000829,Gorse Hill,53.453724,-2.338482
160000,E05000832,Longford,53.451575,-2.27614
175000,E05000829,Gorse Hill,53.457534,-2.302037
246000,E05000833,Priory,53.420985,-2.326801
465750,E05000819,Altrincham,53.395093,-2.362046
320000,E05000819,Altrincham,53.396913,-2.355115
133000,E05000827,Davyhulme West,53.453411,-2.365419
284687,E05000832,Longford,53.443346,-2.300084
349950,E05000827,Davyhulme West,53.455459,-2.36869
210000,E05000823,Brooklands,53.414281,-2.309192
150000,E05000831,Hale Central,53.3847,-2.338655
203000,E05000827,Davyhulme West,53.457137,-2.369834
285000,E05000839,Village,53.392715,-2.323652
355000,E05000837,Timperley,53.396874,-2.321382
108000,E05000839,Village,53.393218,-2.306693
347500,E05000822,Broadheath,53.413056,-2.355264
312000,E05000823,Brooklands,53.413959,-2.308663
218000,E05000832,Longford,53.452681,-2.294473
193250,E05000822,Broadheath,53.402298,-2.351294
160000,E05000833,Priory,53.427851,-2.317086
93500,E05000824,Bucklow-St Martins,53.415888,-2.429101
280000,E05000838,Urmston,53.447104,-2.355654
235000,E05000838,Urmston,53.445901,-2.34262
208500,E05000832,Longford,53.451655,-2.295053
163000,E05000833,Priory,53.42801,-2.321632
770000,E05000834,St Mary's,53.417413,-2.343971
162000,E05000824,Bucklow-St Martins,53.428913,-2.35788
150000,E05000832,Longford,53.449499,-2.294677
145000,E05000824,Bucklow-St Martins,53.419973,-2.422702
206000,E05000826,Davyhulme East,53.453768,-2.341961
335000,E05000837,Timperley,53.393061,-2.328752
465000,E05000835,Sale Moor,53.420607,-2.29225
166000,E05000834,St Mary's,53.41802,-2.354463
330000,E05000823,Brooklands,53.412418,-2.306636
437000,E05000821,Bowdon,53.380153,-2.350991
255050,E05000819,Altrincham,53.393911,-2.342804
320000,E05000823,Brooklands,53.412387,-2.30811
110000,E05000827,Davyhulme West,53.458962,-2.372455
206000,E05000819,Altrincham,53.393006,-2.374631
395000,E05000821,Bowdon,53.372524,-2.362111
265000,E05000826,Davyhulme East,53.456286,-2.347794
575000,E05000839,Village,53.409323,-2.321461
305000,E05000831,Hale Central,53.380889,-2.348261
175000,E05000826,Davyhulme East,53.4599,-2.35674
362500,E05000819,Altrincham,53.385457,-2.334963
172510,E05000822,Broadheath,53.401542,-2.355153
214000,E05000820,Ashton upon Mersey,53.42966,-2.342384
382000,E05000836,Stretford,53.445118,-2.317079
247000,E05000829,Gorse Hill,53.454958,-2.324728
245000,E05000821,Bowdon,53.371656,-2.360826
200000,E05000835,Sale Moor,53.421875,-2.295343
150000,E05000819,Altrincham,53.390795,-2.353996
305000,E05000822,Broadheath,53.407276,-2.364317
218000,E05000836,Stretford,53.451364,-2.32074
215000,E05000832,Longford,53.450909,-2.291524
250000,E05000828,Flixton,53.452142,-2.385948
199950,E05000827,Davyhulme West,53.445337,-2.405293
232000,E05000827,Davyhulme West,53.460067,-2.378459
287000,E05000836,Stretford,53.44815,-2.325955
183500,E05000829,Gorse Hill,53.452321,-2.305538
227750,E05000825,Clifford,53.458572,-2.262103
3500000,E05000831,Hale Central,53.37531,-2.334553
1010014,E05000821,Bowdon,53.388832,-2.373015
158500,E05000836,Stretford,53.451532,-2.311827
130000,E05000819,Altrincham,53.386701,-2.343152
406000,E05000820,Ashton upon Mersey,53.42623,-2.341123
275000,E05000820,Ashton upon Mersey,53.431976,-2.330783
580000,E05000834,St Mary's,53.417799,-2.334435
325000,E05000824,Bucklow-St Martins,53.432471,-2.370176
154000,E05000819,Altrincham,53.38561,-2.349848
475000,E05000830,Hale Barns,53.36338,-2.308598
122000,E05000838,Urmston,53.444224,-2.350541
464750,E05000819,Altrincham,53.395943,-2.357271
460000,E05000833,Priory,53.425026,-2.297035
110000,E05000824,Bucklow-St Martins,53.414792,-2.431407
115000,E05000835,Sale Moor,53.415206,-2.298757
308000,E05000819,Altrincham,53.395499,-2.350035
265000,E05000823,Brooklands,53.417873,-2.303561
208500,E05000836,Stretford,53.44721,-2.311103
270000,E05000830,Hale Barns,53.368653,-2.309778
157000,E05000825,Clifford,53.46569,-2.262599
205000,E05000827,Davyhulme West,53.459668,-2.376633
203000,E05000827,Davyhulme West,53.446708,-2.400955
175000,E05000827,Davyhulme West,53.459005,-2.375935
196000,E05000819,Altrincham,53.387993,-2.344004
520000,E05000831,Hale Central,53.381641,-2.342916
225000,E05000836,Stretford,53.449717,-2.321661
146000,E05000819,Altrincham,53.38561,-2.349848
147000,E05000829,Gorse Hill,53.453304,-2.324685
350000,E05000839,Village,53.390904,-2.322059
384000,E05000822,Broadheath,53.408072,-2.350815
205000,E05000838,Urmston,53.445957,-2.351459
265000,E05000820,Ashton upon Mersey,53.428597,-2.342631
215000,E05000836,Stretford,53.450233,-2.32701
185000,E05000832,Longford,53.45999,-2.286857
845000,E05000830,Hale Barns,53.365043,-2.30858
95000,E05000823,Brooklands,53.415211,-2.32119
215000,E05000838,Urmston,53.445901,-2.34262
360000,E05000838,Urmston,53.446192,-2.335185
175000,E05000836,Stretford,53.446946,-2.308797
615000,E05000820,Ashton upon Mersey,53.424912,-2.342963
174950,E05000828,Flixton,53.451648,-2.391515
230000,E05000838,Urmston,53.445609,-2.331446
308500,E05000820,Ashton upon Mersey,53.429939,-2.322941
315000,E05000820,Ashton upon Mersey,53.430404,-2.327069
210000,E05000820,Ashton upon Mersey,53.4222,-2.329308
170000,E05000834,St Mary's,53.424597,-2.352381
255000,E05000832,Longford,53.451436,-2.285264
130000,E05000832,Longford,53.460243,-2.286001
100000,E05000822,Broadheath,53.404449,-2.362788
780000,E05000831,Hale Central,53.380121,-2.346376
175000,E05000819,Altrincham,53.387526,-2.355969
243000,E05000827,Davyhulme West,53.461772,-2.379438
173000,E05000839,Village,53.3908,-2.310164
151000,E05000838,Urmston,53.447002,-2.328386
170000,E05000832,Longford,53.451004,-2.285457
183950,E05000823,Brooklands,53.41216,-2.319286
205000,E05000823,Brooklands,53.415061,-2.336595
245000,E05000828,Flixton,53.440047,-2.370754
150000,E05000832,Longford,53.455608,-2.292159
141000,E05000834,St Mary's,53.417967,-2.360346
150000,E05000832,Longford,53.461454,-2.271881
150000,E05000832,Longford,53.461454,-2.271881
112500,E05000838,Urmston,53.44989,-2.364757
275000,E05000833,Priory,53.420949,-2.313108
173000,E05000824,Bucklow-St Martins,53.432155,-2.384924
160000,E05000835,Sale Moor,53.416518,-2.295532
300000,E05000819,Altrincham,53.39761,-2.34721
670000,E05000834,St Mary's,53.416907,-2.341845
227500,E05000828,Flixton,53.438531,-2.369537
210000,E05000819,Altrincham,53.399164,-2.347659
242000,E05000838,Urmston,53.448986,-2.360292
902000,E05000830,Hale Barns,53.363425,-2.301686
260000,E05000835,Sale Moor,53.423515,-2.304835
205000,E05000822,Broadheath,53.399215,-2.342561
300000,E05000834,St Mary's,53.415956,-2.350338
160000,E05000823,Brooklands,53.41678,-2.309225
158000,E05000826,Davyhulme East,53.460857,-2.361266
182481,E05000828,Flixton,53.444909,-2.368147
237000,E05000834,St Mary's,53.423905,-2.355415
155200,E05000835,Sale Moor,53.421149,-2.301703
174000,E05000820,Ashton upon Mersey,53.43187,-2.319886
123000,E05000832,Longford,53.460243,-2.286001
390750,E05000819,Altrincham,53.395093,-2.362046
118000,E05000824,Bucklow-St Martins,53.421055,-2.424308
208000,E05000838,Urmston,53.45137,-2.331898
182500,E05000819,Altrincham,53.397124,-2.356018
248000,E05000838,Urmston,53.449698,-2.35679
170000,E05000825,Clifford,53.457058,-2.264263
390000,E05000834,St Mary's,53.413883,-2.342934
3160000,E05000821,Bowdon,53.375029,-2.368338
195000,E05000829,Gorse Hill,53.452424,-2.321049
280000,E05000839,Village,53.391797,-2.323976
335000,E05000823,Brooklands,53.416821,-2.330816
270000,E05000833,Priory,53.423002,-2.325251
235000,E05000828,Flixton,53.442155,-2.388853
264500,E05000832,Longford,53.449603,-2.285176
325000,E05000822,Broadheath,53.411496,-2.344705
200000,E05000822,Broadheath,53.40421,-2.343323
280000,E05000837,Timperley,53.393419,-2.338935
298213,E05000837,Timperley,53.405895,-2.325813
125000,E05000838,Urmston,53.445461,-2.336218
240000,E05000839,Village,53.402439,-2.317529
200000,E05000833,Priory,53.427682,-2.316603
262500,E05000835,Sale Moor,53.423395,-2.302216
320000,E05000820,Ashton upon Mersey,53.430594,-2.339427
100000,E05000824,Bucklow-St Martins,53.413554,-2.438029
555000,E05000819,Altrincham,53.385594,-2.334302
235000,E05000828,Flixton,53.445994,-2.386028
305000,E05000837,Timperley,53.406965,-2.325776
985000,E05000831,Hale Central,53.376567,-2.341221
260000,E05000830,Hale Barns,53.380252,-2.318912
232000,E05000835,Sale Moor,53.41836,-2.299246
306500,E05000822,Broadheath,53.406574,-2.349599
210000,E05000833,Priory,53.430352,-2.316277
1400000,E05000831,Hale Central,53.375032,-2.337662
190000,E05000820,Ashton upon Mersey,53.423128,-2.328442
105000,E05000833,Priory,53.420661,-2.326889
200000,E05000827,Davyhulme West,53.45938,-2.376857
200000,E05000827,Davyhulme West,53.45938,-2.376857
177000,E05000826,Davyhulme East,53.460424,-2.349711
515000,E05000838,Urmston,53.443324,-2.354207
173000,E05000836,Stretford,53.451679,-2.31749
345000,E05000838,Urmston,53.450235,-2.351358
251000,E05000819,Altrincham,53.391414,-2.372196
150000,E05000820,Ashton upon Mersey,53.424676,-2.330321
235000,E05000827,Davyhulme West,53.458138,-2.391304
235000,E05000827,Davyhulme West,53.458138,-2.391304
415000,E05000839,Village,53.397262,-2.310452
279950,E05000838,Urmston,53.450643,-2.353289
199420,E05000839,Village,53.395828,-2.305584
540000,E05000822,Broadheath,53.407389,-2.359654
220000,E05000829,Gorse Hill,53.452321,-2.305538
220000,E05000836,Stretford,53.448651,-2.32364
210000,E05000829,Gorse Hill,53.454052,-2.337084
225000,E05000839,Village,53.390051,-2.300927
381750,E05000827,Davyhulme West,53.453732,-2.366401
322000,E05000831,Hale Central,53.380589,-2.323966
229950,E05000839,Village,53.402439,-2.317529
182000,E05000825,Clifford,53.457772,-2.26249
225000,E05000825,Clifford,53.456562,-2.264772
225000,E05000825,Clifford,53.456562,-2.264772
145000,E05000823,Brooklands,53.41216,-2.319286
950000,E05000821,Bowdon,53.374279,-2.372918
217000,E05000828,Flixton,53.449768,-2.374859
133000,E05000839,Village,53.397804,-2.316276
104950,E05000825,Clifford,53.463906,-2.268628
223000,E05000822,Broadheath,53.411209,-2.344538
392000,E05000834,St Mary's,53.425263,-2.345976
405000,E05000820,Ashton upon Mersey,53.433719,-2.334274
272500,E05000831,Hale Central,53.380045,-2.347894
400000,E05000834,St Mary's,53.417254,-2.349281
240000,E05000823,Brooklands,53.410986,-2.307889
246500,E05000837,Timperley,53.404369,-2.328569
710000,E05000819,Altrincham,53.384807,-2.35769
699950,E05000821,Bowdon,53.376562,-2.355231
180000,E05000832,Longford,53.454209,-2.294589
460000,E05000819,Altrincham,53.394334,-2.366778
360000,E05000836,Stretford,53.449228,-2.316342
200000,E05000822,Broadheath,53.402347,-2.36823
242000,E05000823,Brooklands,53.418686,-2.305673
240000,E05000835,Sale Moor,53.417494,-2.289625
207500,E05000839,Village,53.398597,-2.315515
300000,E05000833,Priory,53.428136,-2.297042
300000,E05000819,Altrincham,53.394334,-2.366778
596000,E05000839,Village,53.394223,-2.317844
325000,E05000830,Hale Barns,53.368953,-2.31223
188450,E05000829,Gorse Hill,53.453724,-2.338482
138000,E05000827,Davyhulme West,53.450784,-2.399939
256500,E05000823,Brooklands,53.413305,-2.307635
410000,E05000831,Hale Central,53.380975,-2.34939
332000,E05000819,Altrincham,53.389118,-2.361861
210000,E05000838,Urmston,53.446996,-2.333866
155000,E05000834,St Mary's,53.411902,-2.362551
420000,E05000821,Bowdon,53.370638,-2.361404
895000,E05000831,Hale Central,53.376755,-2.347717
920000,E05000830,Hale Barns,53.367599,-2.310687
148500,E05000824,Bucklow-St Martins,53.432855000000004,-2.385201
287000,E05000823,Brooklands,53.411104,-2.3340360000000002
575100,E05000831,Hale Central,53.378871,-2.349191
170000,E05000829,Gorse Hill,53.454188,-2.299483
230000,E05000819,Altrincham,53.39091,-2.375093
530000,E05000819,Altrincham,53.389559,-2.352663
199950,E05000824,Bucklow-St Martins,53.432855000000004,-2.385201
499000,E05000819,Altrincham,53.386223,-2.336712
